time	V(vout)	V(n005)	I(D1)
0.000000000000000e+000	8.892570e-003	3.300000e+000	4.111923e-001
1.508828950581066e-012	8.892570e-003	3.295021e+000	4.111923e-001
3.017657901162131e-012	8.892570e-003	3.290042e+000	4.111923e-001
4.526486851743197e-012	8.892570e-003	3.285063e+000	4.111923e-001
6.035315802324263e-012	8.892570e-003	3.280083e+000	4.111923e-001
7.544144752905329e-012	8.892570e-003	3.275104e+000	4.111923e-001
9.052973703486393e-012	8.892570e-003	3.270125e+000	4.111923e-001
1.056180265406746e-011	8.892570e-003	3.265146e+000	4.111923e-001
1.571627122282733e-011	8.892570e-003	3.248136e+000	4.111923e-001
2.044695857491339e-011	8.892570e-003	3.232525e+000	4.111923e-001
2.550657104900410e-011	8.892569e-003	3.215828e+000	4.111923e-001
3.190228830318521e-011	8.892567e-003	3.194722e+000	4.111923e-001
3.989691079915231e-011	8.892563e-003	3.168340e+000	4.111923e-001
5.010730726840188e-011	8.892557e-003	3.134646e+000	4.111923e-001
6.292740088066810e-011	8.892542e-003	3.092340e+000	4.111923e-001
7.931187140187258e-011	8.892511e-003	3.038271e+000	4.111923e-001
1.001470904629165e-010	8.892448e-003	2.969515e+000	4.111923e-001
1.270598010247991e-010	8.892318e-003	2.880703e+000	4.111923e-001
1.619583159793241e-010	8.892052e-003	2.765538e+000	4.111923e-001
2.080912770074965e-010	8.891496e-003	2.613299e+000	4.111923e-001
2.701706989137157e-010	8.890320e-003	2.408437e+000	4.111923e-001
3.568935324569544e-010	8.887736e-003	2.122251e+000	4.111923e-001
4.857697112018517e-010	8.881642e-003	1.696960e+000	4.111923e-001
7.110053007324891e-010	8.865642e-003	9.536825e-001	4.111923e-001
1.000000000000000e-009	8.839493e-003	0.000000e+000	4.111923e-001
1.028899469926751e-009	8.836202e-003	0.000000e+000	4.111923e-001
1.086698409780253e-009	8.829603e-003	0.000000e+000	4.111923e-001
1.202296289487258e-009	8.816828e-003	0.000000e+000	4.111923e-001
1.411357931440812e-009	8.796057e-003	0.000000e+000	4.111923e-001
1.618505001001407e-009	8.779531e-003	0.000000e+000	4.111923e-001
1.835097663875111e-009	8.767426e-003	0.000000e+000	4.111923e-001
2.047211722533345e-009	8.760379e-003	0.000000e+000	4.111923e-001
2.300059758310649e-009	8.756804e-003	0.000000e+000	4.111923e-001
2.584896098942381e-009	8.756962e-003	0.000000e+000	4.111923e-001
2.954895967787727e-009	8.761021e-003	0.000000e+000	4.111923e-001
3.429507435064014e-009	8.769094e-003	0.000000e+000	4.111923e-001
4.190069003776759e-009	8.783987e-003	0.000000e+000	4.111924e-001
5.103191817425666e-009	8.802331e-003	0.000000e+000	4.111924e-001
6.772298185845203e-009	8.835869e-003	0.000000e+000	4.111925e-001
8.580399362495924e-009	8.872405e-003	0.000000e+000	4.111926e-001
1.219660171579736e-008	8.946527e-003	0.000000e+000	4.111926e-001
1.942900642240024e-008	9.098132e-003	0.000000e+000	4.111922e-001
2.919463142240024e-008	9.309197e-003	0.000000e+000	4.111904e-001
4.872588142240024e-008	9.756288e-003	0.000000e+000	4.111817e-001
5.849150642240024e-008	9.993832e-003	0.000000e+000	4.111746e-001
7.802275642240024e-008	1.049974e-002	0.000000e+000	4.111551e-001
1.073196314224002e-007	1.134555e-002	0.000000e+000	4.111131e-001
1.268508814224002e-007	1.197646e-002	0.000000e+000	4.110768e-001
1.463821314224002e-007	1.266979e-002	0.000000e+000	4.110339e-001
1.659133814224002e-007	1.343473e-002	0.000000e+000	4.109840e-001
1.854446314224002e-007	1.428237e-002	0.000000e+000	4.109269e-001
2.049758814224002e-007	1.522621e-002	0.000000e+000	4.108621e-001
2.245071314224002e-007	1.628283e-002	0.000000e+000	4.107888e-001
2.342727564224002e-007	1.685970e-002	0.000000e+000	4.107487e-001
2.440383814224002e-007	1.747287e-002	0.000000e+000	4.107062e-001
2.538040064224002e-007	1.812578e-002	0.000000e+000	4.106610e-001
2.635696314224003e-007	1.882228e-002	0.000000e+000	4.106130e-001
2.733352564224003e-007	1.956673e-002	0.000000e+000	4.105619e-001
2.831008814224003e-007	2.036410e-002	0.000000e+000	4.105077e-001
2.928665064224003e-007	2.122004e-002	0.000000e+000	4.104499e-001
3.026321314224004e-007	2.214105e-002	0.000000e+000	4.103884e-001
3.123977564224004e-007	2.313456e-002	0.000000e+000	4.103227e-001
3.221633814224004e-007	2.420917e-002	0.000000e+000	4.102526e-001
3.319290064224004e-007	2.537485e-002	0.000000e+000	4.101775e-001
3.416946314224005e-007	2.664319e-002	0.000000e+000	4.100970e-001
3.514602564224005e-007	2.802776e-002	0.000000e+000	4.100105e-001
3.612258814224005e-007	2.954450e-002	0.000000e+000	4.099174e-001
3.709915064224005e-007	3.121220e-002	0.000000e+000	4.098169e-001
3.807571314224006e-007	3.305317e-002	0.000000e+000	4.097081e-001
3.905227564224006e-007	3.509399e-002	0.000000e+000	4.095902e-001
4.002883814224006e-007	3.736648e-002	0.000000e+000	4.094617e-001
4.100540064224006e-007	3.990897e-002	0.000000e+000	4.093214e-001
4.198196314224007e-007	4.276786e-002	0.000000e+000	4.091675e-001
4.295852564224007e-007	4.599970e-002	0.000000e+000	4.089982e-001
4.393508814224007e-007	4.967383e-002	0.000000e+000	4.088110e-001
4.491165064224007e-007	5.387599e-002	0.000000e+000	4.086032e-001
4.588821314224008e-007	5.871322e-002	0.000000e+000	4.083713e-001
4.686477564224008e-007	6.432070e-002	0.000000e+000	4.081111e-001
4.784133814224008e-007	7.087163e-002	0.000000e+000	4.078175e-001
4.881790064224008e-007	7.859189e-002	0.000000e+000	4.074842e-001
4.979446314224009e-007	8.778232e-002	0.000000e+000	4.071031e-001
5.077102564224009e-007	9.885314e-002	0.000000e+000	4.066640e-001
5.174758814224009e-007	1.123771e-001	0.000000e+000	4.061535e-001
5.272415064224009e-007	1.291682e-001	0.000000e+000	4.055539e-001
5.370071314224010e-007	1.503806e-001	0.000000e+000	4.048414e-001
5.467727564224010e-007	1.764453e-001	0.000000e+000	4.039852e-001
5.565383814224010e-007	2.056692e-001	0.000000e+000	4.029546e-001
5.663040064224011e-007	2.357978e-001	0.000000e+000	4.017306e-001
5.760696314224011e-007	2.660323e-001	0.000000e+000	4.003111e-001
5.858352564224011e-007	2.963866e-001	0.000000e+000	3.987051e-001
5.956008814224011e-007	3.268749e-001	0.000000e+000	3.969249e-001
6.053665064224012e-007	3.575117e-001	0.000000e+000	3.949830e-001
6.151321314224012e-007	3.883126e-001	0.000000e+000	3.928906e-001
6.248977564224012e-007	4.192934e-001	0.000000e+000	3.906583e-001
6.444290064224013e-007	4.818628e-001	0.000000e+000	3.858107e-001
6.639602564224013e-007	5.453646e-001	0.000000e+000	3.805056e-001
6.834915064224014e-007	6.099608e-001	0.000000e+000	3.747958e-001
7.127883814224014e-007	7.093130e-001	0.000000e+000	3.655608e-001
7.420852564224015e-007	8.122698e-001	0.000000e+000	3.556079e-001
7.602214171366873e-007	8.773195e-001	0.000000e+000	3.491302e-001
7.783575778509730e-007	9.451705e-001	0.000000e+000	3.423959e-001
7.964937385652588e-007	1.015823e+000	0.000000e+000	3.354048e-001
8.146298992795445e-007	1.089276e+000	0.000000e+000	3.281571e-001
8.327660599938303e-007	1.165531e+000	0.000000e+000	3.206527e-001
8.509022207081161e-007	1.244588e+000	0.000000e+000	3.128915e-001
8.690383814224018e-007	1.326445e+000	0.000000e+000	3.048737e-001
8.983352564224019e-007	1.469614e+000	0.000000e+000	2.912048e-001
9.276321314224020e-007	1.626416e+000	0.000000e+000	2.765899e-001
9.569290064224021e-007	1.799338e+000	0.000000e+000	2.608692e-001
9.862258814224022e-007	1.990835e+000	0.000000e+000	2.438576e-001
1.015522756422402e-006	2.203079e+000	0.000000e+000	2.253566e-001
1.035054006422402e-006	2.356928e+000	0.000000e+000	2.120983e-001
1.054585256422402e-006	2.521001e+000	0.000000e+000	1.980395e-001
1.074116506422402e-006	2.695353e+000	0.000000e+000	1.831383e-001
1.093647756422402e-006	2.879765e+000	0.000000e+000	1.673672e-001
1.103413381422403e-006	2.975584e+000	0.000000e+000	1.591524e-001
1.113179006422403e-006	3.073677e+000	0.000000e+000	1.507195e-001
1.122944631422403e-006	3.173901e+000	0.000000e+000	1.420724e-001
1.132710256422403e-006	3.276081e+000	0.000000e+000	1.332170e-001
1.142475881422403e-006	3.379991e+000	0.000000e+000	1.241623e-001
1.152241506422403e-006	3.485352e+000	0.000000e+000	1.149206e-001
1.162007131422403e-006	3.591808e+000	0.000000e+000	1.055084e-001
1.171772756422403e-006	3.698907e+000	0.000000e+000	9.594698e-002
1.181538381422403e-006	3.806058e+000	0.000000e+000	8.626381e-002
1.191304006422403e-006	3.912467e+000	0.000000e+000	7.649405e-002
1.201069631422403e-006	4.017023e+000	0.000000e+000	6.668270e-002
1.210835256422403e-006	4.118081e+000	0.000000e+000	5.688784e-002
1.220600881422403e-006	4.213015e+000	0.000000e+000	4.718538e-002
1.230366506422403e-006	4.297164e+000	0.000000e+000	3.767753e-002
1.240132131422403e-006	4.361103e+000	0.000000e+000	2.850910e-002
1.249897756422403e-006	4.384166e+000	0.000000e+000	1.990328e-002
1.259663381422403e-006	4.341800e+000	0.000000e+000	1.207327e-002
1.265902716901472e-006	4.256224e+000	0.000000e+000	7.766862e-003
1.272782460628027e-006	4.098248e+000	0.000000e+000	4.013561e-003
1.279891555476077e-006	3.898592e+000	0.000000e+000	1.378195e-003
1.287535407966314e-006	3.686910e+000	0.000000e+000	5.369317e-005
1.294655418594390e-006	3.528863e+000	0.000000e+000	1.033713e-004
1.299698290657254e-006	3.456880e+000	0.000000e+000	8.203594e-004
1.302812632309471e-006	3.438524e+000	0.000000e+000	1.532589e-003
1.306537549618792e-006	3.444580e+000	0.000000e+000	2.559669e-003
1.310254822905819e-006	3.479155e+000	0.000000e+000	3.658243e-003
1.316056792697075e-006	3.580079e+000	0.000000e+000	5.338320e-003
1.322104580362828e-006	3.729422e+000	0.000000e+000	6.791070e-003
1.330115209296508e-006	3.964147e+000	0.000000e+000	7.941367e-003
1.338279498805075e-006	4.194509e+000	0.000000e+000	8.003766e-003
1.347289232983071e-006	4.394737e+000	0.000000e+000	6.853831e-003
1.352605010299336e-006	4.466260e+000	0.000000e+000	5.639468e-003
1.356201015420198e-006	4.483603e+000	0.000000e+000	4.601543e-003
1.359183811065737e-006	4.477551e+000	0.000000e+000	3.673967e-003
1.362764885574719e-006	4.448530e+000	0.000000e+000	2.554100e-003
1.367184296450658e-006	4.386398e+000	0.000000e+000	1.261356e-003
1.373103856207120e-006	4.271798e+000	0.000000e+000	-1.731487e-004
1.380000618545356e-006	4.117329e+000	0.000000e+000	-1.266792e-003
1.387104646781203e-006	3.961926e+000	0.000000e+000	-1.628319e-003
1.393795835401002e-006	3.843377e+000	0.000000e+000	-1.245123e-003
1.399431145773778e-006	3.777533e+000	0.000000e+000	-4.467381e-004
1.402898629233267e-006	3.759498e+000	0.000000e+000	2.358265e-004
1.406500921508545e-006	3.762082e+000	0.000000e+000	1.053045e-003
1.410023785200690e-006	3.784945e+000	0.000000e+000	1.884867e-003
1.415610661818043e-006	3.854348e+000	0.000000e+000	3.151375e-003
1.421510062405258e-006	3.959492e+000	0.000000e+000	4.254945e-003
1.429338591478610e-006	4.126803e+000	0.000000e+000	5.160621e-003
1.436912464796087e-006	4.285294e+000	0.000000e+000	5.290286e-003
1.445597411776183e-006	4.431638e+000	0.000000e+000	4.576537e-003
1.451322600742850e-006	4.492347e+000	0.000000e+000	3.678562e-003
1.455045190297934e-006	4.508017e+000	0.000000e+000	2.923297e-003
1.458023863217941e-006	4.504799e+000	0.000000e+000	2.264204e-003
1.461623298342277e-006	4.484260e+000	0.000000e+000	1.459984e-003
1.465981271383291e-006	4.439577e+000	0.000000e+000	5.472983e-004
1.471871043117216e-006	4.354871e+000	0.000000e+000	-4.771066e-004
1.478642036181664e-006	4.240295e+000	0.000000e+000	-1.258387e-003
1.485222166962522e-006	4.128339e+000	0.000000e+000	-1.526385e-003
1.491216254762072e-006	4.041801e+000	0.000000e+000	-1.309035e-003
1.496980884886216e-006	3.983333e+000	0.000000e+000	-7.337920e-004
1.501425693108896e-006	3.959571e+000	0.000000e+000	-9.638393e-005
1.504766717372929e-006	3.956979e+000	0.000000e+000	4.688482e-004
1.507920918484894e-006	3.968403e+000	0.000000e+000	1.035633e-003
1.512894870902492e-006	4.007957e+000	0.000000e+000	1.913151e-003
1.518486509123129e-006	4.076092e+000	0.000000e+000	2.772470e-003
1.525748381177869e-006	4.188425e+000	0.000000e+000	3.564999e-003
1.532661351713629e-006	4.301302e+000	0.000000e+000	3.860591e-003
1.540688889522163e-006	4.414722e+000	0.000000e+000	3.586774e-003
1.548787921884197e-006	4.493698e+000	0.000000e+000	2.792678e-003
1.553324110796552e-006	4.514973e+000	0.000000e+000	2.153653e-003
1.556240105775004e-006	4.514802e+000	0.000000e+000	1.680826e-003
1.560253682773225e-006	4.499583e+000	0.000000e+000	1.014515e-003
1.564231808275036e-006	4.470405e+000	0.000000e+000	3.930619e-004
1.570371227447082e-006	4.405220e+000	0.000000e+000	-4.134555e-004
1.576717849115374e-006	4.324680e+000	0.000000e+000	-9.886933e-004
1.582693892084063e-006	4.246061e+000	0.000000e+000	-1.217514e-003
1.588155009516843e-006	4.181608e+000	0.000000e+000	-1.135140e-003
1.593144839867187e-006	4.136074e+000	0.000000e+000	-8.276430e-004
1.597791576739393e-006	4.109124e+000	0.000000e+000	-3.768454e-004
1.601751655344448e-006	4.100174e+000	0.000000e+000	1.013909e-004
1.605636937317777e-006	4.104897e+000	0.000000e+000	6.212259e-004
1.609541819814428e-006	4.123375e+000	0.000000e+000	1.150888e-003
1.615228533440389e-006	4.169409e+000	0.000000e+000	1.864316e-003
1.621025043839995e-006	4.232430e+000	0.000000e+000	2.441907e-003
1.627751608077550e-006	4.316336e+000	0.000000e+000	2.835270e-003
1.634594555630306e-006	4.398641e+000	0.000000e+000	2.875743e-003
1.642403269562366e-006	4.474509e+000	0.000000e+000	2.514548e-003
1.648286902260471e-006	4.511585e+000	0.000000e+000	2.005510e-003
1.652152030359540e-006	4.522224e+000	0.000000e+000	1.572944e-003
1.655128002987812e-006	4.521264e+000	0.000000e+000	1.207105e-003
1.658762360132030e-006	4.510336e+000	0.000000e+000	7.547865e-004
1.663066467043326e-006	4.486049e+000	0.000000e+000	2.523978e-004
1.668953186150254e-006	4.438542e+000	0.000000e+000	-3.188193e-004
1.675625253847402e-006	4.374260e+000	0.000000e+000	-7.567408e-004
1.681467593233665e-006	4.316123e+000	0.000000e+000	-9.130407e-004
1.686429036587593e-006	4.271375e+000	0.000000e+000	-8.536879e-004
1.690734627700903e-006	4.239991e+000	0.000000e+000	-6.645580e-004
1.694349831658165e-006	4.220762e+000	0.000000e+000	-4.210144e-004
1.697019664444699e-006	4.211859e+000	0.000000e+000	-1.973421e-004
1.699772386481722e-006	4.208261e+000	0.000000e+000	6.432962e-005
1.703354292095617e-006	4.210936e+000	0.000000e+000	4.291888e-004
1.706897375918008e-006	4.221312e+000	0.000000e+000	7.986172e-004
1.710788329305021e-006	4.241566e+000	0.000000e+000	1.190312e-003
1.715572558249549e-006	4.276453e+000	0.000000e+000	1.616064e-003
1.721006284533123e-006	4.324911e+000	0.000000e+000	1.982268e-003
1.727261795156937e-006	4.385242e+000	0.000000e+000	2.205793e-003
1.734075961795809e-006	4.446394e+000	0.000000e+000	2.183322e-003
1.741705534636442e-006	4.500182e+000	0.000000e+000	1.873159e-003
1.747100803436301e-006	4.524093e+000	0.000000e+000	1.501004e-003
1.750755476390844e-006	4.530616e+000	0.000000e+000	1.185556e-003
1.753847122811723e-006	4.529318e+000	0.000000e+000	8.969039e-004
1.757097807979488e-006	4.521445e+000	0.000000e+000	5.923650e-004
1.761783452153259e-006	4.500877e+000	0.000000e+000	1.827564e-004
1.767428446540253e-006	4.466038e+000	0.000000e+000	-2.208914e-004
1.774507386333531e-006	4.414178e+000	0.000000e+000	-5.520685e-004
1.780314442638237e-006	4.370702e+000	0.000000e+000	-6.528139e-004
1.784883319832244e-006	4.339783e+000	0.000000e+000	-6.008015e-004
1.788745210854647e-006	4.318263e+000	0.000000e+000	-4.711577e-004
1.791533027267029e-006	4.306733e+000	0.000000e+000	-3.307531e-004
1.795070929550878e-006	4.297788e+000	0.000000e+000	-1.068687e-004
1.799025610177533e-006	4.294758e+000	0.000000e+000	1.795471e-004
1.803146025672558e-006	4.299654e+000	0.000000e+000	5.004309e-004
1.807424145195080e-006	4.313079e+000	0.000000e+000	8.344893e-004
1.811820382696011e-006	4.334702e+000	0.000000e+000	1.151765e-003
1.816640921996820e-006	4.365421e+000	0.000000e+000	1.437505e-003
1.822349548031629e-006	4.406870e+000	0.000000e+000	1.661070e-003
1.828673471290074e-006	4.452936e+000	0.000000e+000	1.739611e-003
1.835824623388357e-006	4.497081e+000	0.000000e+000	1.611869e-003
1.843701922694656e-006	4.530738e+000	0.000000e+000	1.267833e-003
1.848315993756200e-006	4.540506e+000	0.000000e+000	9.865924e-004
1.851248453649316e-006	4.540682e+000	0.000000e+000	7.820015e-004
1.855195228479809e-006	4.534455e+000	0.000000e+000	5.009159e-004
1.859207945215401e-006	4.521925e+000	0.000000e+000	2.330762e-004
1.865290927175168e-006	4.494211e+000	0.000000e+000	-1.059285e-004
1.871652794964561e-006	4.459382e+000	0.000000e+000	-3.499814e-004
1.877159024764637e-006	4.427804e+000	0.000000e+000	-4.427142e-004
1.881839702009173e-006	4.402960e+000	0.000000e+000	-4.226179e-004
1.885830396653953e-006	4.385066e+000	0.000000e+000	-3.366153e-004
1.888749613951027e-006	4.375099e+000	0.000000e+000	-2.335576e-004
1.892446897981108e-006	4.366933e+000	0.000000e+000	-6.362210e-005
1.896205696336339e-006	4.363545e+000	0.000000e+000	1.379768e-004
1.900007313761707e-006	4.365526e+000	0.000000e+000	3.610211e-004
1.903816915252201e-006	4.372851e+000	0.000000e+000	5.901008e-004
1.907728673153684e-006	4.385396e+000	0.000000e+000	8.168130e-004
1.911523845938437e-006	4.401931e+000	0.000000e+000	1.011399e-003
1.916836933774801e-006	4.429815e+000	0.000000e+000	1.223082e-003
1.922460676425407e-006	4.461675e+000	0.000000e+000	1.351175e-003
1.929333965886402e-006	4.498819e+000	0.000000e+000	1.359154e-003
1.936489517662573e-006	4.530267e+000	0.000000e+000	1.214058e-003
1.942310599774914e-006	4.547299e+000	0.000000e+000	9.954139e-004
1.946330428043301e-006	4.552994e+000	0.000000e+000	8.011464e-004
1.949151413329279e-006	4.553094e+000	0.000000e+000	6.509113e-004
1.953231742091883e-006	4.548372e+000	0.000000e+000	4.301174e-004
1.957149778442979e-006	4.539232e+000	0.000000e+000	2.316924e-004
1.963306882076677e-006	4.518113e+000	0.000000e+000	-2.871269e-005
1.969551055015780e-006	4.492342e+000	0.000000e+000	-2.107141e-004
1.975038534645277e-006	4.468578e+000	0.000000e+000	-2.807657e-004
1.979798240239174e-006	4.449533e+000	0.000000e+000	-2.647800e-004
1.983901178525536e-006	4.435777e+000	0.000000e+000	-1.960562e-004
1.987050721271027e-006	4.427809e+000	0.000000e+000	-1.101339e-004
1.990449103606709e-006	4.422281e+000	0.000000e+000	9.615601e-006
1.993884158373995e-006	4.419691e+000	0.000000e+000	1.492657e-004
1.996330982934908e-006	4.419685e+000	0.000000e+000	2.570440e-004
1.997393523761383e-006	4.420340e+000	0.000000e+000	3.057719e-004
1.998874918347050e-006	4.421898e+000	0.000000e+000	3.747924e-004
1.999874918347050e-006	4.423213e+000	0.000000e+000	4.215787e-004
2.000000000000000e-006	4.423402e+000	0.000000e+000	4.274371e-004
2.000250163305900e-006	4.423810e+000	0.000000e+000	4.391481e-004
2.000357282833628e-006	4.423987e+000	0.000000e+000	4.441619e-004
2.000464402361357e-006	4.424168e+000	0.000000e+000	4.491729e-004
2.000571521889086e-006	4.424352e+000	0.000000e+000	4.541809e-004
2.000678641416814e-006	4.424539e+000	0.000000e+000	4.591861e-004
2.000785760944543e-006	4.424731e+000	0.000000e+000	4.641884e-004
2.000892880472272e-006	4.424925e+000	0.000000e+000	4.691879e-004
2.001000000000000e-006	4.425124e+000	0.000000e+000	4.741844e-004
2.001002577912064e-006	4.425128e+000	8.507110e-003	4.743046e-004
2.001005524097280e-006	4.425134e+000	1.822952e-002	4.744420e-004
2.001011416467711e-006	4.425145e+000	3.767435e-002	4.747167e-004
2.001023201208574e-006	4.425167e+000	7.656399e-002	4.752660e-004
2.001041180435515e-006	4.425201e+000	1.358954e-001	4.761041e-004
